StrmLev,stream_ID,fpbFtrID,fpbLong,fpbLat,fpbFtrTy,fpbFPasSta,cost,pass_score
3,2678,39917,-124.156521,43.31883299,TideGate,UnkAnad,77617.39,0.5
3,2680,39861,-124.149976,43.294631,TideGate,UnkAnad,77617.39,0.5
3,2695,44890,-123.6942788,43.37933448,CascadeGradientVelocity,Partial,455041.93,0.5
3,2708,41402,-124.2064877,43.31940636,Culvert,Unknown,108847.2,0.1
3,2719,41386,-124.2237868,43.47344161,Culvert,Unknown,108847.2,0.1
3,2721,2709,-123.9261266,43.34127359,Culvert,Unknown,108847.2,0.1
3,2784,14175,-124.341166,43.340976,Culvert,Unknown,108847.2,0.1
3,2784,16088,-124.342071,43.34022,Culvert,Unknown,108847.2,0.1
3,2790,8034,-123.8314414,43.35656871,Falls,Partial,455041.93,0.5
3,2793,14158,-124.228025,43.270657,Culvert,Unknown,108847.2,0.1
3,2793,15622,-124.227855,43.27065399,Culvert,Unknown,108847.2,0.1
3,2810,45373,-124.0012,43.3898,Falls,Blocked,455041.93,0.1
3,2967,35002,-124.194725,43.498797,Bridge,Unknown,370171,0.1
3,3024,39833,-124.165015,43.428384,TideGate,UnkAnad,77617.39,0.5
3,3044,39834,-124.16257,43.427446,TideGate,UnkAnad,77617.39,0.5
3,3081,35000,-124.1012,43.3159,Bridge,Unknown,370171,0.1
3,3219,23836,-123.956148,43.44605659,Culvert,Blocked,108847.2,0.1
3,3241,40015,-124.1973,43.34726586,TideGate,UnkAnad,77617.39,0.5
3,3241,40016,-124.1973,43.34726586,TideGate,UnkAnad,77617.39,0.5
3,3241,40025,-124.1973,43.34726586,TideGate,UnkAnad,77617.39,0.5
3,3241,42468,-124.1978938,43.34730438,Culvert,Unknown,108847.2,0.1
3,3282,5763,-124.0554214,43.35035096,Culvert,Blocked,108847.2,0.1
3,3288,39857,-124.149883,43.31223699,TideGate,UnkAnad,77617.39,0.5
4,3459,29021,-123.6683222,43.33770161,Culvert,UnkAnad,108847.2,0.1
4,3465,5607,-123.8898717,43.43860691,Falls,Unknown,455041.93,0.5
4,3468,8916,-124.1822633,43.32666443,Culvert,Passable,108847.2,1
4,3473,5596,-124.194026,43.46210921,TideGate,UnkAnad,77617.39,0.5
